success,day,code,debug_attempts,debug_suggestions,n_retreived_puzzles,keywords,concepts,time,config_name
True,11,"'''Advent of Code 2023 Day 11: Plutonian Pebbles
Solution implementation based on the provided plan.

Usage: python3 solution.py [input_file]
'''

from typing import List
import sys


def parse_input(input_file: str) -> tuple[List[int], int]:
    '''Parse the puzzle input from file.

    Args:
        input_file (str): Path to the input file

    Returns:
        Tuple[List[int], int]: A tuple containing the list of initial stones and the number of blinks.
    '''
    with open(input_file, 'r') as f:
        lines = f.readlines()
        initial_stones_str = lines[0].strip()
        stones = [int(x) for x in initial_stones_str.split()]
        num_blinks = int(lines[1].strip()) if len(lines) > 1 else 25  # Default to 25 blinks
    return stones, num_blinks


def simulate_blinks(initial_stones: List[int], num_blinks: int) -> List[int]:
    '''Simulate the stone transformations for the given number of blinks.

    Args:
        initial_stones (List[int]): The initial list of stones.
        num_blinks (int): The number of blinks to simulate.

    Returns:
        List[int]: The list of stones after the specified number of blinks.
    '''
    stones = initial_stones
    for _ in range(num_blinks):
        next_stones: List[int] = []
        for stone in stones:
            if stone == 0:
                next_stones.append(1)
            else:
                stone_str = str(stone)
                if len(stone_str) % 2 == 0:
                    mid = len(stone_str) // 2
                    left_half_str = stone_str[:mid]
                    right_half_str = stone_str[mid:]
                    left_val = int(left_half_str)
                    right_val = int(right_half_str)
                    next_stones.append(left_val)
                    next_stones.append(right_val)
                else:
                    new_val = stone * 2024
                    next_stones.append(new_val)
        stones = next_stones
    return stones


def main():
    '''Main function to execute the stone simulation.'''
    if len(sys.argv) < 2:
        print(""Usage: python3 solution.py [input_file]"")
        return

    input_file = sys.argv[1]
    stones, num_blinks = parse_input(input_file)
    final_stones = simulate_blinks(stones, num_blinks)
    print(len(final_stones))


if __name__ == ""__main__"":
    main()
",2,[],2,"simulation,integer sequence,rule-based transformation,string manipulation,splitting,multiplication","Iteration,String Conversion,Conditional Logic,List Manipulation",132.1954801082611,planning_reasoning
True,12,"""""""
Advent of Code 2023 Day 12: Garden Groups
Solution implementation based on the provided plan.

Usage: python3 solution.py [input_file]
""""""
from typing import List, Tuple
import sys
from collections import deque

def parse_input(input_file: str) -> List[List[str]]:
    """"""Parse the puzzle input from file into a 2D grid of characters.

    Args:
        input_file: Path to the input file

    Returns:
        A list of lists representing the grid.
    """"""
    with open(input_file, 'r') as f:
        grid = [list(line.strip()) for line in f]
    return grid

def solve_part_one(grid: List[List[str]]) -> int:
    """"""Solve part one of the puzzle.

    Args:
        grid: A 2D list representing the garden map

    Returns:
        The total cost of fencing all regions in the garden map
    """"""
    num_rows = len(grid)
    num_cols = len(grid[0]) if num_rows > 0 else 0
    visited = [[False] * num_cols for _ in range(num_rows)]
    total_cost = 0

    def bfs(start_r: int, start_c: int) -> Tuple[int, int]:
        """"""Perform BFS to find the area and perimeter of a region.

        Args:
            start_r: The starting row index.
            start_c: The starting column index.

        Returns:
            A tuple containing the area and perimeter of the region.
        """"""
        region_char = grid[start_r][start_c]
        queue = deque([(start_r, start_c)])
        current_region_cells = set()
        current_perimeter_count = 0
        visited[start_r][start_c] = True
        current_region_cells.add((start_r, start_c))

        while queue:
            curr_r, curr_c = queue.popleft()

            # Check neighbors
            neighbors = [
                (curr_r - 1, curr_c),  # Up
                (curr_r + 1, curr_c),  # Down
                (curr_r, curr_c - 1),  # Left
                (curr_r, curr_c + 1)   # Right
            ]

            for nr, nc in neighbors:
                # Check if within grid boundaries
                if not (0 <= nr < num_rows and 0 <= nc < num_cols):
                    current_perimeter_count += 1
                else:
                    if grid[nr][nc] != region_char:
                        current_perimeter_count += 1
                    elif not visited[nr][nc]:
                        visited[nr][nc] = True
                        queue.append((nr, nc))
                        current_region_cells.add((nr, nc))

        area = len(current_region_cells)
        perimeter = current_perimeter_count
        return area, perimeter

    # Iterate through the grid to find unvisited cells
    for r in range(num_rows):
        for c in range(num_cols):
            if not visited[r][c]:
                area, perimeter = bfs(r, c)
                region_cost = area * perimeter
                total_cost += region_cost

    return total_cost

def main():
    """"""Main function to execute the solution.""""""
    if len(sys.argv) < 2:
        print(""Usage: python3 solution.py [input_file]"")
        return

    input_file = sys.argv[1]

    # Parse input
    grid = parse_input(input_file)

    # Solve part one
    part_one_solution = solve_part_one(grid)

    # Print the result
    print(part_one_solution)

if __name__ == ""__main__"":
    main()
",0,[],3,"grid,region,area,perimeter,connected components,flood fill","graph traversal,depth-first search,breadth-first search",130.72292852401733,planning_reasoning
False,13,,6,"[""The error occurred because the regular expression `re.search` was not finding a match in the input string. This caused the `.group(1)` call to fail, resulting in an AttributeError. To fix this, I added checks after each `re.search` to ensure that a match was found before proceeding. If a match is not found, a ValueError is raised, indicating an invalid input format. This makes the code more robust to variations or errors in the input data. In particular, the regex `r'X\\+(\\d+)'` was failing because in some rows, the input was formatted such that this search term wasn't able to be matched. This fix assumes that a single missing match indicates corrupted input. More advanced error handling could catch the exception and continue processing other machines.""]",2,"linear equations,optimization,integer solutions","Diophantine equations,brute force,linear algebra",178.64016938209534,planning_reasoning
True,14,"""""""
Advent of Code 2023 Day 14: Restroom Redoubt
Solution implementation based on the provided plan.

Usage: python3 solution.py [input_file]
""""""
from typing import List, Tuple
import sys
import re

def parse_input(input_file: str) -> List[Tuple[int, int, int, int]]:
    """"""Parse the puzzle input from file into a list of robot states.

    Args:
        input_file: Path to the input file

    Returns:
        A list of tuples, where each tuple represents a robot's initial state:
        (px, py, vx, vy).
    """"""
    robots = []
    with open(input_file, 'r') as f:
        for line in f:
            match = re.match(r'p=(\d+),(\d+) v=(-?\d+),(-?\d+)', line)
            if match:
                px, py, vx, vy = map(int, match.groups())
                robots.append((px, py, vx, vy))
    return robots


def simulate_movement(robots: List[Tuple[int, int, int, int]], grid_width: int, grid_height: int, time: int) -> List[Tuple[int, int, int, int]]:
    """"""Simulate the movement of robots for a given number of seconds with wrap-around.

    Args:
        robots: A list of robot states (px, py, vx, vy).
        grid_width: The width of the grid.
        grid_height: The height of the grid.
        time: The number of seconds to simulate.

    Returns:
        An updated list of robot states after the simulation.
    """"""
    updated_robots = []
    for px, py, vx, vy in robots:
        new_px = (px + vx * time) % grid_width
        new_py = (py + vy * time) % grid_height
        updated_robots.append((new_px, new_py, vx, vy))
    return updated_robots


def count_robots_in_quadrants(robots: List[Tuple[int, int, int, int]], middle_x: int, middle_y: int) -> Tuple[int, int, int, int]:
    """"""Count the number of robots in each quadrant.

    Args:
        robots: A list of robot states with final positions (x, y, vx, vy).
        middle_x: The x-coordinate of the middle line.
        middle_y: The y-coordinate of the middle line.

    Returns:
        A tuple containing the counts for each quadrant (q1_count, q2_count, q3_count, q4_count).
    """"""
    q1_count = 0
    q2_count = 0
    q3_count = 0
    q4_count = 0
    for x, y, _, _ in robots:
        if x != middle_x and y != middle_y:
            if x > middle_x and y < middle_y:
                q1_count += 1
            elif x < middle_x and y < middle_y:
                q2_count += 1
            elif x < middle_x and y > middle_y:
                q3_count += 1
            elif x > middle_x and y > middle_y:
                q4_count += 1
    return q1_count, q2_count, q3_count, q4_count


def calculate_safety_factor(q1_count: int, q2_count: int, q3_count: int, q4_count: int) -> int:
    """"""Calculate the safety factor by multiplying the quadrant counts.

    Args:
        q1_count: Number of robots in quadrant 1.
        q2_count: Number of robots in quadrant 2.
        q3_count: Number of robots in quadrant 3.
        q4_count: Number of robots in quadrant 4.

    Returns:
        The calculated safety factor.
    """"""
    return q1_count * q2_count * q3_count * q4_count


def main():
    """"""Main function to solve the puzzle.

    Parses the input, simulates robot movement, counts robots in quadrants,
    calculates the safety factor, and prints the result.
    """"""
    if len(sys.argv) < 2:
        print(""Usage: python3 solution.py [input_file]"")
        return

    input_file = sys.argv[1]
    robots = parse_input(input_file)

    grid_width = 101
    grid_height = 103
    middle_x = grid_width // 2
    middle_y = grid_height // 2

    final_robots = simulate_movement(robots, grid_width, grid_height, 100)
    q1_count, q2_count, q3_count, q4_count = count_robots_in_quadrants(final_robots, middle_x, middle_y)
    safety_factor = calculate_safety_factor(q1_count, q2_count, q3_count, q4_count)

    print(safety_factor)


if __name__ == ""__main__"":
    main()
",0,[],2,"grid simulation,robot movement,wrap-around,quadrant counting,coordinate transformation","modular arithmetic,simulation,data parsing",115.87043905258179,planning_reasoning
False,15,,6,"[""The robot position was not updated correctly within the grid during the `simulate_moves` function. This led to incorrect calculations, especially when pushing boxes. To fix this, the code updates the grid with the new robot position *immediately* after a successful move or push before the next move is processed. Also, I've decoupled the robot_pos tuple into separate row and col variables to simplify the logic."", ""The error is in the `simulate_moves` function. The robot's new position is updated on the grid using '@' character, while calculating GPS coordinates, the grid is checked for 'O' characters only. Also, the robot position is not updated after pushing the box.\n\nTo fix this, make sure to keep track of robot's row and col throughout `simulate_moves` function. Because the grid is not changed until after all moves are processed, keep the robot position as a separate variable. Since the grid is now not changed in `simulate_moves`, the function is expected to return the grid.""]",3,"simulation,grid,robot,boxes,movement,GPS coordinates","state update,collision detection",257.9387390613556,planning_reasoning
True,16,"""""""
Advent of Code 2023 Day 16: Reindeer Maze
Solution implementation based on the provided plan using Dijkstra's algorithm.

Usage: python3 solution.py [input_file]
""""""
from typing import List, Dict, Tuple, Set, Optional
import sys
from heapq import heappush, heappop

def parse_input(input_file: str) -> Tuple[List[List[str]], int, int, int, int]:
    """"""Parse the puzzle input from file into a 2D grid and identify start/end coordinates.

    Args:
        input_file: Path to the input file

    Returns:
        A tuple containing:
            - grid: 2D list of characters representing the maze.
            - start_row: Row index of the starting position 'S'.
            - start_col: Column index of the starting position 'S'.
            - end_row: Row index of the ending position 'E'.
            - end_col: Column index of the ending position 'E'.
    """"""
    grid: List[List[str]] = []
    start_row, start_col, end_row, end_col = -1, -1, -1, -1

    with open(input_file, 'r') as f:
        for r, line in enumerate(f):
            row = list(line.strip())
            grid.append(row)
            for c, cell in enumerate(row):
                if cell == 'S':
                    start_row, start_col = r, c
                elif cell == 'E':
                    end_row, end_col = r, c

    return grid, start_row, start_col, end_row, end_col

def solve(grid: List[List[str]], start_row: int, start_col: int, end_row: int, end_col: int) -> int:
    """"""Solve the Reindeer Maze problem using Dijkstra's algorithm.

    Args:
        grid: 2D list of characters representing the maze.
        start_row: Row index of the starting position 'S'.
        start_col: Column index of the starting position 'S'.
        end_row: Row index of the ending position 'E'.
        end_col: Column index of the ending position 'E'.

    Returns:
        The minimum cost to reach the end position 'E' from the start position 'S'.
    """"""

    rows, cols = len(grid), len(grid[0])
    directions = [(-1, 0), (0, 1), (1, 0), (0, -1)]  # N, E, S, W
    east_dir_idx = 1  # East

    # dist[(row, col, direction)] = minimum cost to reach (row, col) facing direction
    dist: Dict[Tuple[int, int, int], int] = {}
    for r in range(rows):
        for c in range(cols):
            for d in range(4):
                dist[(r, c, d)] = float('inf')

    dist[(start_row, start_col, east_dir_idx)] = 0

    priority_queue: List[Tuple[int, int, int, int]] = [(0, start_row, start_col, east_dir_idx)]  # (cost, row, col, direction)

    while priority_queue:
        current_cost, r, c, dir_idx = heappop(priority_queue)

        if current_cost > dist[(r, c, dir_idx)]:
            continue

        if (r, c) == (end_row, end_col):
          # Early exit optimization: We've reached the end. However, we still need to
          # process the priority queue to guarantee that the cost to the end from other directions
          # are properly accounted for, so continue the Dijkstra's algorithm
          pass

        # Consider Moving Forward
        dr, dc = directions[dir_idx]
        nr, nc = r + dr, c + dc

        if 0 <= nr < rows and 0 <= nc < cols and grid[nr][nc] != '#':
            move_cost = current_cost + 1
            if move_cost < dist[(nr, nc, dir_idx)]:
                dist[(nr, nc, dir_idx)] = move_cost
                heappush(priority_queue, (move_cost, nr, nc, dir_idx))

        # Consider Rotating Clockwise
        rotate_clockwise_dir_idx = (dir_idx + 1) % 4
        rotate_clockwise_cost = current_cost + 1000
        if rotate_clockwise_cost < dist[(r, c, rotate_clockwise_dir_idx)]:
            dist[(r, c, rotate_clockwise_dir_idx)] = rotate_clockwise_cost
            heappush(priority_queue, (rotate_clockwise_cost, r, c, rotate_clockwise_dir_idx))

        # Consider Rotating Counter-Clockwise
        rotate_counterclockwise_dir_idx = (dir_idx - 1 + 4) % 4
        rotate_counterclockwise_cost = current_cost + 1000
        if rotate_counterclockwise_cost < dist[(r, c, rotate_counterclockwise_dir_idx)]:
            dist[(r, c, rotate_counterclockwise_dir_idx)] = rotate_counterclockwise_cost
            heappush(priority_queue, (rotate_counterclockwise_cost, r, c, rotate_counterclockwise_dir_idx))

    # Determine Final Answer
    min_cost = min(dist[(end_row, end_col, dir_idx)] for dir_idx in range(4))
    return min_cost

def main():
    # Check command line arguments
    if len(sys.argv) < 2:
        print(""Usage: python3 solution.py [input_file]"")
        return

    input_file = sys.argv[1]

    # Parse input
    grid, start_row, start_col, end_row, end_col = parse_input(input_file)

    # Solve the problem
    min_cost = solve(grid, start_row, start_col, end_row, end_col)

    # Print the result
    print(min_cost)

if __name__ == ""__main__"":
    main()
",0,[],1,"grid traversal,pathfinding,minimum cost,maze,reindeer","breadth-first search,A* search,graph search,state space search",107.01877450942993,planning_reasoning
False,17,,6,[],2,"computer simulation,assembly language,instruction set,register manipulation,bitwise operations,integer arithmetic","program execution,instruction pointer,registers,opcodes,operands,conditional jump,modulo operation,bitwise XOR",243.17507457733154,planning_reasoning
True,18,"'''
Advent of Code 2023 Day 18: RAM Run
Solution implementation based on the provided plan.

Usage: python3 solution.py [input_file]
'''

import sys
from collections import deque
from typing import List, Tuple, Set

def parse_input(input_file: str) -> Set[Tuple[int, int]]:
    """"""Parse the puzzle input from file and identify corrupted cells.

    Args:
        input_file: Path to the input file

    Returns:
        A set of tuples representing the coordinates of corrupted cells.
    """"""
    corrupted_cells: Set[Tuple[int, int]] = set()
    with open(input_file, 'r') as f:
        for i, line in enumerate(f):
            if i >= 1024:
                break
            x, y = map(int, line.strip().split(','))
            corrupted_cells.add((x, y))
    return corrupted_cells


def solve_part_one(corrupted_cells: Set[Tuple[int, int]]) -> int:
    """"""Solve part one of the puzzle using Breadth-First Search (BFS).

    Args:
        corrupted_cells: A set of tuples representing the coordinates of corrupted cells.

    Returns:
        The minimum number of steps required to reach (70, 70) from (0, 0), or -1 if no path exists.
    """"""

    if (70, 70) in corrupted_cells:
        return -1  # No path exists

    queue = deque([((0, 0), 0)])  # (position, distance)
    visited: Set[Tuple[int, int]] = set([(0, 0)])

    while queue:
        (x, y), d = queue.popleft()

        if (x, y) == (70, 70):
            return d

        moves = [(0, 1), (0, -1), (1, 0), (-1, 0)]  # Down, Up, Right, Left

        for dx, dy in moves:
            nx, ny = x + dx, y + dy

            if 0 <= nx <= 70 and 0 <= ny <= 70 and (nx, ny) not in corrupted_cells and (nx, ny) not in visited:
                visited.add((nx, ny))
                queue.append(((nx, ny), d + 1))

    return -1  # No path found


def main():
    """"""Main function to parse input, solve the puzzle, and print the result.""""""
    if len(sys.argv) < 2:
        print(""Usage: python3 solution.py [input_file]"")
        return

    input_file = sys.argv[1]
    corrupted_cells = parse_input(input_file)
    part_one_solution = solve_part_one(corrupted_cells)

    print(part_one_solution)


if __name__ == ""__main__"":
    main()
",0,[],2,"shortest path,grid traversal,pathfinding,simulation,byte corruption,coordinate grid","Breadth-First Search (BFS),A* search,Graph traversal,Grid-based pathfinding",90.68653130531311,planning_reasoning
True,19,"""""""
Advent of Code 2023 Day 19: Linen Layout
Solution implementation based on the provided plan.

Usage: python3 solution.py [input_file]
""""""
from typing import List, Dict, Tuple, Set, Optional
import sys
from collections import defaultdict, deque
import re
import functools

def parse_input(input_file: str) -> Tuple[Set[str], List[str]]:
    """"""Parse the puzzle input from file into available patterns and desired designs.

    Args:
        input_file: Path to the input file

    Returns:
        A tuple containing a set of available patterns and a list of desired designs.
    """"""
    with open(input_file, 'r') as f:
        input_str = f.read().strip()

    parts = input_str.split('\n\n')
    available_patterns = set(parts[0].split(', '))
    desired_designs = parts[1].split('\n')

    return available_patterns, desired_designs

def solve_part_one(available_patterns: Set[str], desired_designs: List[str]) -> int:
    """"""Solve part one of the puzzle by counting possible designs.

    Args:
        available_patterns: A set of available towel patterns.
        desired_designs: A list of desired designs.

    Returns:
        The number of designs that can be constructed using the available towel patterns.
    """"""
    def can_form_design(design: str, available_patterns: Set[str]) -> bool:
        """"""Determines if a design can be formed from available patterns.

        Args:
            design: The design string to check.
            available_patterns: The set of available patterns.

        Returns:
            True if the design can be formed, False otherwise.
        """"""
        @functools.lru_cache(None)
        def solve(index: int) -> bool:
            """"""Recursive helper function to check if design[index:] can be formed.""""""
            if index == len(design):
                return True

            for pattern in available_patterns:
                if index + len(pattern) <= len(design) and design[index : index + len(pattern)] == pattern:
                    if solve(index + len(pattern)):
                        return True

            return False

        return solve(0)

    possible_designs_count = 0
    for design in desired_designs:
        if can_form_design(design, available_patterns):
            possible_designs_count += 1

    return possible_designs_count

def main():
    """"""Main function to execute the solution.""""""
    # Check command line arguments
    if len(sys.argv) < 2:
        print(""Usage: python3 solution.py [input_file]"")
        return

    input_file = sys.argv[1]

    # Parse input
    available_patterns, desired_designs = parse_input(input_file)

    # Solve part one
    part_one_solution = solve_part_one(available_patterns, desired_designs)
    # ONLY PRINT THE RESULT, NO OTHER TEXT
    print(part_one_solution)

if __name__ == ""__main__"":
    main()
",0,[],3,"string matching,string concatenation,substring search,pattern matching","string manipulation,decomposition,dynamic programming,greedy algorithm",115.96490740776062,planning_reasoning
True,20,"""""""
Advent of Code 2023 Day 20: Race Condition
Solution implementation based on the provided plan.

Usage: python3 solution.py [input_file]
""""""
from typing import List, Tuple, Dict, Set
import sys
from collections import deque

def parse_input(input_file: str) -> Tuple[List[List[str]], Tuple[int, int], Tuple[int, int]]:
    """"""Parse the puzzle input from file into a 2D grid and find the start and end positions.

    Args:
        input_file: Path to the input file

    Returns:
        A tuple containing:
        - grid: A 2D list of strings representing the maze.
        - start_pos: A tuple (row, col) representing the start position.
        - end_pos: A tuple (row, col) representing the end position.
    """"""
    grid: List[List[str]] = []
    start_pos: Tuple[int, int] = (-1, -1)
    end_pos: Tuple[int, int] = (-1, -1)

    with open(input_file, 'r') as f:
        for r, line in enumerate(f):
            row: List[str] = list(line.strip())
            grid.append(row)
            for c, cell in enumerate(row):
                if cell == 'S':
                    start_pos = (r, c)
                elif cell == 'E':
                    end_pos = (r, c)

    return grid, start_pos, end_pos

def bfs(grid: List[List[str]], start_pos: Tuple[int, int]) -> Dict[Tuple[int, int], int]:
    """"""Perform a BFS to calculate shortest distances from a start position to all reachable track cells.

    Args:
        grid: The 2D grid representing the maze.
        start_pos: The (row, col) tuple of the starting position.

    Returns:
        A dictionary mapping track cell coordinates (row, col) to their shortest distance from start_pos.
    """"""
    rows, cols = len(grid), len(grid[0])
    dist: Dict[Tuple[int, int], int] = {}
    visited: Set[Tuple[int, int]] = set()
    queue: deque[Tuple[Tuple[int, int], int]] = deque([(start_pos, 0)])

    while queue:
        (r, c), d = queue.popleft()

        if (r, c) in visited:
            continue
        visited.add((r, c))
        dist[(r, c)] = d

        # Explore neighbors (up, down, left, right)
        neighbors = [(r - 1, c), (r + 1, c), (r, c - 1), (r, c + 1)]
        for nr, nc in neighbors:
            if 0 <= nr < rows and 0 <= nc < cols and grid[nr][nc] != '#' and (nr, nc) not in visited:
                queue.append(((nr, nc), d + 1))

    return dist

def solve_part_one(grid: List[List[str]], start_pos: Tuple[int, int], end_pos: Tuple[int, int]) -> int:
    """"""Solve part one of the puzzle.

    Args:
        grid: The 2D grid representing the maze.
        start_pos: The (row, col) tuple of the starting position.
        end_pos: The (row, col) tuple of the ending position.

    Returns:
        The number of cheats that save at least 100 picoseconds.
    """"""
    dist_S: Dict[Tuple[int, int], int] = bfs(grid, start_pos)
    dist_E: Dict[Tuple[int, int], int] = bfs(grid, end_pos)

    # Get Baseline Time
    baseline_time = dist_S.get(end_pos, float('inf'))
    if baseline_time == float('inf'):
      print(""No path from start to end without cheating."")
      return 0

    saved_cheats: Set[Tuple[Tuple[int, int], Tuple[int, int]]] = set()
    rows, cols = len(grid), len(grid[0])

    for r1 in range(rows):
        for c1 in range(cols):
            if grid[r1][c1] in ['.', 'S', 'E']:
                for dr in range(-2, 3):
                    for dc in range(-2, 3):
                        r2 = r1 + dr
                        c2 = c1 + dc

                        if 0 <= r2 < rows and 0 <= c2 < cols:
                            d = abs(dr) + abs(dc)
                            if (d == 1 or d == 2) and grid[r2][c2] in ['.', 'S', 'E']:
                                pos1 = (r1, c1)
                                pos2 = (r2, c2)

                                if pos1 in dist_S and pos2 in dist_E:
                                    time_with_cheat = dist_S[pos1] + d + dist_E[pos2]
                                    time_saved = baseline_time - time_with_cheat
                                    if time_saved >= 100:
                                        saved_cheats.add((pos1, pos2))

    return len(saved_cheats)

def main():
    # Check command line arguments
    if len(sys.argv) < 2:
        print(""Usage: python3 solution.py [input_file]"")
        return

    input_file = sys.argv[1]

    # Parse input
    grid, start_pos, end_pos = parse_input(input_file)

    # Solve part one
    part_one_solution = solve_part_one(grid, start_pos, end_pos)
    # ONLY PRINT THE RESULT, NO OTHER TEXT
    print(part_one_solution)


if __name__ == ""__main__"":
    main()
",0,[],2,"maze,pathfinding,optimization,grid traversal,cheating,shortest path","Breadth-first search (BFS),A* search,Graph traversal,Dynamic programming (optional),Optimization",191.49562001228333,planning_reasoning
False,21,,6,"[""The initial state definition within the `bfs` function needs correction. The initial position for robot 0 (`r0p`) is currently set to `(3, 2)`, which corresponds to 'A' on the numeric keypad. However, the logic expects it to move based on directional inputs, which are not relevant for directly reaching the first number. Change the initial position of Robot0 to directly start from the first number on the number pad itself. Similarly, the Robots 1 and 2 also have to start on their numpads so they can switch between direction pad and number pad. The current code makes the robots stuck at keypad 'A' without a way to type the number on the keypad.""]",3,"shortest path,keypad,robotics,string manipulation,optimization","graph traversal,breadth-first search,dynamic programming",511.48192858695984,planning_reasoning
True,22,"""""""
Advent of Code 2023 Day 22: Monkey Market
Solution implementation based on the provided plan.

Usage: python3 solution.py [input_file]
""""""
from typing import List
import sys

def parse_input(input_file: str) -> List[int]:
    """"""Parse the puzzle input from file into a list of integers.

    Args:
        input_file: Path to the input file

    Returns:
        A list of integers representing the initial secret numbers.
    """"""
    initial_numbers = []
    with open(input_file, 'r') as f:
        for line in f:
            line = line.strip()
            if line:
                initial_numbers.append(int(line))
    return initial_numbers


def simulate_generation(initial_number: int) -> int:
    """"""Simulate the secret number generation process for a single buyer.

    Args:
        initial_number: The initial secret number.

    Returns:
        The 2000th generated secret number.
    """"""
    current_secret_number = initial_number
    for _ in range(2000):
        # Step 3.3.1: Multiply by 64
        result = current_secret_number * 64
        current_secret_number ^= result
        current_secret_number %= 16777216

        # Step 3.3.2: Divide by 32
        result = current_secret_number // 32
        current_secret_number ^= result
        current_secret_number %= 16777216

        # Step 3.3.3: Multiply by 2048
        result = current_secret_number * 2048
        current_secret_number ^= result
        current_secret_number %= 16777216

    return current_secret_number


def solve_part_one(initial_numbers: List[int]) -> int:
    """"""Solve part one of the puzzle.

    Args:
        initial_numbers: A list of initial secret numbers.

    Returns:
        The sum of the 2000th secret number generated by each buyer.
    """"""
    total_sum = 0
    for initial_number in initial_numbers:
        total_sum += simulate_generation(initial_number)
    return total_sum


def main():
    """"""Main function to parse input, solve the puzzle, and print the result.""""""
    if len(sys.argv) < 2:
        print(""Usage: python3 solution.py [input_file]"")
        return

    input_file = sys.argv[1]
    initial_numbers = parse_input(input_file)
    part_one_solution = solve_part_one(initial_numbers)
    print(part_one_solution)


if __name__ == ""__main__"":
    main()
",0,[],2,"pseudorandom number generation,simulation,bitwise XOR,modulo operation","number theory,simulation,arithmetic operations",91.94618129730225,planning_reasoning
True,23,"""""""
Advent of Code 2023 Day 23: LAN Party
Solution implementation based on the provided plan.

Usage: python3 solution.py [input_file]
""""""
from typing import List, Set, FrozenSet
import sys
import networkx as nx

def parse_input(input_file: str) -> nx.Graph:
    """"""Parse the puzzle input from file into a networkx Graph.

    Args:
        input_file: Path to the input file

    Returns:
        A networkx Graph object representing the network.
    """"""
    graph = nx.Graph()
    with open(input_file, 'r') as f:
        for line in f:
            u, v = line.strip().split('-')
            graph.add_edge(u, v)
    return graph


def find_triangles(graph: nx.Graph) -> Set[FrozenSet]:
    """"""Find all 3-node cliques (triangles) in the graph.

    Args:
        graph: A networkx Graph object.

    Returns:
        A set of frozensets, where each frozenset contains the three node names of a unique 3-clique.
    """"""
    triangles: Set[FrozenSet] = set()
    for u, v in graph.edges():
        for w in nx.common_neighbors(graph, u, v):
            triangles.add(frozenset({u, v, w}))
    return triangles


def solve_part_one(graph: nx.Graph) -> int:
    """"""Solve part one of the puzzle.

    Args:
        graph: A networkx Graph object representing the network.

    Returns:
        The number of 3-cliques containing at least one node name starting with 't'.
    """"""
    triangles = find_triangles(graph)
    t_clique_count = 0
    for clique in triangles:
        if any(name.startswith('t') for name in clique):
            t_clique_count += 1
    return t_clique_count


def main():
    """"""Main function to execute the solution.""""""
    if len(sys.argv) < 2:
        print(""Usage: python3 solution.py [input_file]"")
        return

    input_file = sys.argv[1]

    # Parse input
    parsed_data = parse_input(input_file)

    # Solve part one
    part_one_solution = solve_part_one(parsed_data)
    print(part_one_solution)


if __name__ == ""__main__"":
    main()
",3,[],2,"graph theory,network analysis,clique detection,string manipulation","graph traversal,set theory,combinatorics",104.12185430526733,planning_reasoning
