success,day,name,code,debug_attempts,debug_suggestions,n_retreived_puzzles,keywords,concepts,time
True,11,baseline,"""""""
Advent of Code 2023 Day 11: Plutonian Pebbles
Solution implementation based on the provided plan.

Usage: python3 solution.py [input_file]
""""""
from typing import List, Dict, Tuple, Set, Optional
import sys
from collections import defaultdict, deque
import re
# Import other necessary libraries

def parse_input(input_file: str) -> List[int]:
    """"""Parse the puzzle input from file into a list of integers.

    Args:
        input_file: Path to the input file

    Returns:
        A list of integers representing the initial arrangement of stones.
    """"""
    with open(input_file, 'r') as f:
        line = f.readline().strip()
        stones = [int(s) for s in line.split()]
        return stones


def solve_part_one(initial_stones: List[int]) -> int:
    """"""Solve part one of the puzzle: Determine the number of stones after 25 iterations.

    Args:
        initial_stones: A list of integers representing the initial stone arrangement.

    Returns:
        The number of stones after 25 iterations.
    """"""
    current_stones = initial_stones

    for _ in range(25):
        next_stones: List[int] = []
        for stone in current_stones:
            if stone == 0:
                next_stones.append(1)
            else:
                stone_str = str(stone)
                if len(stone_str) % 2 == 0:
                    mid = len(stone_str) // 2
                    left_half_str = stone_str[:mid]
                    right_half_str = stone_str[mid:]
                    try:
                        left_half = int(left_half_str)
                        right_half = int(right_half_str)
                        next_stones.append(left_half)
                        next_stones.append(right_half)
                    except ValueError:
                        print(f""ValueError converting halves: {left_half_str}, {right_half_str}"", file=sys.stderr)

                else:
                    next_stones.append(stone * 2024)

        current_stones = next_stones

    return len(current_stones)


def main():
    # Check command line arguments
    if len(sys.argv) < 2:
        print(""Usage: python3 solution.py [input_file]"")
        return

    input_file = sys.argv[1]

    # Parse input
    initial_stones = parse_input(input_file)

    # Solve part one
    part_one_solution = solve_part_one(initial_stones)
    # ONLY PRINT THE RESULT, NO OTHER TEXT
    print(part_one_solution)

    # Test with examples (if available)
    # example_stones = [0, 1, 10, 99, 999]
    # expected_stones = 7
    # result = solve_part_one(example_stones)
    # print(f'{example_stones=}')
    # print(f'{result=}')
    # assert result == expected_stones


if __name__ == ""__main__"":
    main()
",0,[],2,"simulation,number transformation,sequence manipulation,integer arithmetic","iteration,conditional logic,string manipulation (digit counting, splitting),list processing",67.46266388893127
True,12,baseline,"""""""
Advent of Code 2023 Day 12: Garden Groups
Solution implementation based on the provided plan.

Usage: python3 solution.py [input_file]
""""""
from typing import List, Tuple, Set
import sys

def parse_input(input_file: str) -> List[List[str]]:
    """"""Parse the puzzle input from file into a 2D grid of characters.

    Args:
        input_file: Path to the input file

    Returns:
        A list of lists representing the grid.
    """"""
    grid = []
    try:
        with open(input_file, 'r') as f:
            for line in f:
                grid.append(list(line.strip()))
    except FileNotFoundError:
        print(f""Error: Input file not found: {input_file}"", file=sys.stderr)
        sys.exit(1)
    except Exception as e:
        print(f""Error reading input file: {e}"", file=sys.stderr)
        sys.exit(1)

    # Basic check for rectangular grid (more robust checks could be added)
    if not grid:
        print(""Warning: Empty grid"", file=sys.stderr)
        return grid
    row_len = len(grid[0])
    for row in grid:
        if len(row) != row_len:
            print(""Error: Non-rectangular grid"", file=sys.stderr)
            sys.exit(1)
    return grid


def dfs(grid: List[List[str]], row: int, col: int, plant_type: str, visited: Set[Tuple[int, int]], region: List[Tuple[int, int]]) -> None:
    """"""Depth-first search to identify a connected region of the same plant type.

    Args:
        grid: The 2D grid.
        row: Current row coordinate.
        col: Current column coordinate.
        plant_type: The plant type to search for.
        visited: Set of visited cells.
        region: List to store the coordinates of the region.
    """"""
    rows = len(grid)
    cols = len(grid[0])

    if row < 0 or row >= rows or col < 0 or col >= cols or (row, col) in visited or grid[row][col] != plant_type:
        return

    visited.add((row, col))
    region.append((row, col))

    dfs(grid, row + 1, col, plant_type, visited, region)  # Down
    dfs(grid, row - 1, col, plant_type, visited, region)  # Up
    dfs(grid, row, col + 1, plant_type, visited, region)  # Right
    dfs(grid, row, col - 1, plant_type, visited, region)  # Left


def calculate_perimeter(grid: List[List[str]], region: List[Tuple[int, int]]) -> int:
    """"""Calculate the perimeter of a region.

    Args:
        grid: The 2D grid.
        region: List of cell coordinates in the region.

    Returns:
        The perimeter of the region.
    """"""
    perimeter = 0
    rows = len(grid)
    cols = len(grid[0])

    for row, col in region:
        # Check neighbors
        neighbors = [(row + 1, col), (row - 1, col), (row, col + 1), (row, col - 1)]
        for r, c in neighbors:
            if r < 0 or r >= rows or c < 0 or c >= cols or (r, c) not in region:
                perimeter += 1

    return perimeter

def solve_part_one(grid: List[List[str]]) -> int:
    """"""Solve part one of the puzzle.

    Args:
        grid: Processed input data

    Returns:
        Solution for part one
    """"""
    rows = len(grid)
    cols = len(grid[0]) if rows > 0 else 0
    visited: Set[Tuple[int, int]] = set()
    total_cost = 0
    regions_data = [] # List of tuples (plant_type, area, perimeter) for debugging/inspection.

    for row in range(rows):
        for col in range(cols):
            if (row, col) not in visited:
                plant_type = grid[row][col]
                region: List[Tuple[int, int]] = []
                dfs(grid, row, col, plant_type, visited, region)

                area = len(region)
                perimeter = calculate_perimeter(grid, region)
                cost = area * perimeter
                total_cost += cost

                regions_data.append((plant_type, area, perimeter)) # Store data for debugging

    return total_cost


def main():
    # Check command line arguments
    if len(sys.argv) < 2:
        print(""Usage: python3 solution.py [input_file]"", file=sys.stderr)
        return

    input_file = sys.argv[1]

    # Parse input
    parsed_data = parse_input(input_file)

    # Solve part one
    part_one_solution = solve_part_one(parsed_data)
    # ONLY PRINT THE RESULT, NO OTHER TEXT
    print(part_one_solution)


if __name__ == ""__main__"":
    main()
",0,[],2,"grid processing,region identification,area calculation,perimeter calculation,connected components,graph traversal","depth-first search,breadth-first search,flood fill,connected components analysis",68.44300484657288
True,13,baseline,"""""""
Advent of Code 2023 Day 13: Claw Contraption
Solution implementation based on the provided plan.

Usage: python3 solution.py [input_file]
""""""
from typing import List, Dict, Tuple, Set, Optional
import sys
import re

def parse_input(input_file: str) -> List[Dict[str, int]]:
    """"""Parse the puzzle input from file into a list of claw machine configurations.

    Args:
        input_file: Path to the input file

    Returns:
        A list of dictionaries, where each dictionary represents a claw machine
        and contains the A and B button movements in X and Y axes and the prize coordinates.
    """"""
    claw_machines = []
    with open(input_file, 'r') as f:
        machine_data = []
        for line in f:
            line = line.strip()
            if line:
                machine_data.append(line)
            if len(machine_data) == 3:
                machine = {}
                # Parse Button A data
                match = re.match(r'Button A: X\+([-\d]+), Y\+([-\d]+)', machine_data[0])
                if match:
                    machine['A_x'] = int(match.group(1))
                    machine['A_y'] = int(match.group(2))

                # Parse Button B data
                match = re.match(r'Button B: X\+([-\d]+), Y\+([-\d]+)', machine_data[1])
                if match:
                    machine['B_x'] = int(match.group(1))
                    machine['B_y'] = int(match.group(2))

                # Parse Prize data
                match = re.match(r'Prize: X=([-\d]+), Y=([-\d]+)', machine_data[2])
                if match:
                    machine['prize_x'] = int(match.group(1))
                    machine['prize_y'] = int(match.group(2))

                claw_machines.append(machine)
                machine_data = []

    return claw_machines


def solve_claw_machine(machine: Dict[str, int]) -> int:
    """"""Determine the minimum token cost to win the prize for a given claw machine.

    Args:
        machine: A dictionary representing a claw machine.

    Returns:
        The minimum token cost to win the prize for that machine. Returns float('inf') if impossible.
    """"""
    min_cost = float('inf')
    for a_presses in range(101):
        for b_presses in range(101):
            claw_x = machine['A_x'] * a_presses + machine['B_x'] * b_presses
            claw_y = machine['A_y'] * a_presses + machine['B_y'] * b_presses

            if claw_x == machine['prize_x'] and claw_y == machine['prize_y']:
                cost = 3 * a_presses + 1 * b_presses
                min_cost = min(min_cost, cost)

    return min_cost


def solve_part_one(claw_machines: List[Dict[str, int]]) -> Tuple[int, int]:
    """"""Solve part one of the puzzle.

    Args:
        claw_machines: A list of claw machine configurations.

    Returns:
        A tuple containing the maximum number of prizes won and the minimum total token cost.
    """"""
    winning_costs = []
    for machine in claw_machines:
        winning_costs.append(solve_claw_machine(machine))

    num_prizes_won = sum(1 for cost in winning_costs if cost != float('inf'))
    min_total_token_cost = sum(cost for cost in winning_costs if cost != float('inf'))

    return num_prizes_won, min_total_token_cost


def main():
    """"""Main function to execute the solution.""""""
    if len(sys.argv) < 2:
        print(""Usage: python3 solution.py [input_file]"")
        return

    input_file = sys.argv[1]

    claw_machines = parse_input(input_file)

    num_prizes, min_cost = solve_part_one(claw_machines)

    print(min_cost)


if __name__ == ""__main__"":
    main()
",0,[],2,"optimization,linear equations,integer solutions,claw machine,token cost,maximize prizes","Diophantine equations,brute force,linear programming,system of equations",69.57545900344849
False,14,baseline,,6,"['The error lies in the `calculate_quadrant_counts` function. The condition `x > center_x` should be `x >= center_x` and `y > center_y` should be `y >= center_y` in order to appropriately count robots that appear on the middle lines into quadrants 2, 3, and 4. This is a logical error that can be corrected by changing the comparison operator in the if/elif statements.', ""The error in the code lies in the `calculate_quadrant_counts` function. The conditions `x < center_x`, `x >= center_x`, `y < center_y`, and `y >= center_y` determine which quadrant a robot belongs to. The original implementation had a floating point division for `center_x` and `center_y`, and thus comparison between int `x` and float `center_x` may fail unexpectedly.\n\nHere's how to fix the problem:\n1. Use integer division `//` to calculate `center_x` and `center_y`.\n\nBy making this change, you ensure that the robot positions are correctly assigned to their respective quadrants, leading to the correct safety factor calculation.""]",2,"grid simulation,robot movement,wraparound,quadrant calculation,safety factor","modular arithmetic,coordinate manipulation,simulation",162.02229762077332
False,15,baseline,,6,"[""The robot's position `r` and `c` are updated *only* when a box is pushed. If the box cannot be pushed due to being blocked, the robot's would-be location is never saved. Update the robot position at the end of each successful move, regardless of whether it pushes a box or just moves to an empty cell. Also, update the grid with the new values, since the grid is never updated. The robot updates its position *outside* the box-pushing if statement, but still inside the loop, so it will update when pushing an empty spot. This leads to a wrong final robot location and subsequently wrong GPS sum calculation."", ""The error was in the `simulate_robot_movement` function. When pushing a box, the code updates the grid after updating the robot position. To fix this, ensure that the grid is updated to reflect the robot's previous and current positions before the robot's position variables `r` and `c` are updated. The correct order is to first update the grid with the new box and empty spaces, then update the robot's position, and finally, update the `robot_position` tuple.""]",3,"simulation,robotics,grid,box pushing,GPS coordinates","state transition,coordinate manipulation",179.4898636341095
False,16,baseline,,6,"[""The code incorrectly parses the input maze due to replacing '\\n' before splitting the lines, leading to the maze being processed incorrectly. Remove `replace('\\n', '')` from the parse_input function. After this change, the code should correctly read the maze and run the BFS algorithm as intended."", 'The original code used a deque for BFS, which explores nodes in a first-in, first-out manner. To improve the search, the code was modified to use A* search with a priority queue implemented using `heapq`. This prioritizes nodes with lower cost, potentially leading to a faster and more accurate solution. The queue now stores tuples of `(cost, row, col, direction)`, and `heapq.heappop` is used to retrieve the node with the lowest cost. The `heapq.heappush` inserts elements into the priority queue maintaining heap invariants.']",3,"maze,pathfinding,grid,shortest path,reindeer,search","graph traversal,breadth-first search,A*,state space search",181.1388783454895
True,17,baseline,"""""""
Advent of Code 2023 Day 17: Chronospatial Computer
Solution implementation based on the provided plan.

Usage: python3 solution.py [input_file]
""""""
from typing import List, Dict, Tuple, Set, Optional
import sys
import re

def parse_input(input_file: str) -> Tuple[Dict[str, int], List[int]]:
    """"""Parse the puzzle input from file into registers and program.

    Args:
        input_file: Path to the input file

    Returns:
        A tuple containing:
            - registers: A dictionary containing the initial values of registers A, B, and C.
            - program: A list of integers representing the program instructions.
    """"""
    registers: Dict[str, int] = {}
    program: List[int] = []

    with open(input_file, 'r') as f:
        lines = f.readlines()
        for line in lines:
            line = line.strip()
            if line.startswith(""Register""): # Registers section
                parts = line.split(':')
                register_name = parts[0].split()[1] # Extract A, B, or C
                register_value = int(parts[1].strip())
                registers[register_name] = register_value

            elif line.startswith(""Program""): #Program section
                program_str = line.split("":"")[1].strip()
                program = [int(x) for x in program_str.split("","")]

    return registers, program


def solve_part_one(registers: Dict[str, int], program: List[int]) -> str:
    """"""Solve part one of the puzzle.

    Args:
        registers: A dictionary containing the initial values of registers A, B, and C.
        program: A list of integers representing the program instructions.

    Returns:
        A comma-separated string of values generated by the `out` instruction.
    """"""
    instruction_pointer = 0
    output: List[int] = []

    while instruction_pointer < len(program):
        opcode = program[instruction_pointer]

        if instruction_pointer + 1 >= len(program):
            break # Halt if trying to read operand beyond the end

        operand = program[instruction_pointer + 1]

        if opcode == 0:  # adv
            divisor = 2 ** get_combo_operand_value(registers, operand)
            registers['A'] = registers['A'] // divisor  # Integer truncation
        elif opcode == 1:  # bxl
            registers['B'] = registers['B'] ^ operand
        elif opcode == 2:  # bst
            registers['B'] = get_combo_operand_value(registers, operand) % 8
        elif opcode == 3:  # jnz
            if registers['A'] != 0:
                instruction_pointer = operand
                continue # Skip incrementing the instruction pointer
        elif opcode == 4:  # bxc
            registers['B'] = registers['B'] ^ registers['C']
        elif opcode == 5:  # out
            output_value = get_combo_operand_value(registers, operand) % 8
            output.append(output_value)
        elif opcode == 6:  # bdv
            divisor = 2 ** get_combo_operand_value(registers, operand)
            registers['B'] = registers['A'] // divisor  # Integer truncation
        elif opcode == 7:  # cdv
            divisor = 2 ** get_combo_operand_value(registers, operand)
            registers['C'] = registers['A'] // divisor  # Integer truncation

        instruction_pointer += 2

    return "","".join(map(str, output))


def get_combo_operand_value(registers: Dict[str, int], operand: int) -> int:
    """"""Helper function to get the value of a combo operand.
    """"""
    if 0 <= operand <= 3:
        return operand
    elif operand == 4:
        return registers['A']
    elif operand == 5:
        return registers['B']
    elif operand == 6:
        return registers['C']
    else:
        return 0  # Should not happen, but handling it for safety


def main():
    # Check command line arguments
    if len(sys.argv) < 2:
        print(""Usage: python3 solution.py [input_file]"")
        return

    input_file = sys.argv[1]

    # Parse input
    registers, program = parse_input(input_file)

    # Solve part one
    part_one_solution = solve_part_one(registers, program)
    # ONLY PRINT THE RESULT, NO OTHER TEXT
    print(part_one_solution)


if __name__ == ""__main__"":
    main()
",3,[],1,"computer simulation,instruction set,registers,program execution,bitwise operations,arithmetic operations,modulo operation","Finite State Machine,Interpreter,Bitwise Operations,Modulo Arithmetic,Conditional Jumps",132.57959938049316
True,18,baseline,"""""""
Advent of Code 2023 Day 18: RAM Run
Solution implementation based on the provided plan.

Usage: python3 solution.py [input_file]
""""""
from typing import List, Dict, Tuple, Set, Optional
import sys
from collections import deque

def parse_input(input_file: str) -> Tuple[Set[Tuple[int, int]]]:
    """"""Parse the puzzle input from file into corrupted cells.

    Args:
        input_file: Path to the input file

    Returns:
        A tuple containing the set of corrupted cells.
    """"""
    corrupted_cells: Set[Tuple[int, int]] = set()
    with open(input_file, 'r') as f:
        for i, line in enumerate(f):
            if i >= 1024:
                break
            line = line.strip()
            if not line:
                continue # Skip empty lines
            try:
                x, y = map(int, line.split(','))
                corrupted_cells.add((x, y))
            except ValueError:
                print(f""Warning: Invalid input line: {line}"", file=sys.stderr)
                continue

    return corrupted_cells

def solve_part_one(corrupted_cells: Set[Tuple[int, int]]) -> int:
    """"""Solve part one of the puzzle.

    Args:
        corrupted_cells: A set of corrupted cell coordinates.

    Returns:
        The minimum number of steps to reach the exit, or -1 if unreachable.
    """"""
    queue: deque[Tuple[int, int, int]] = deque([(0, 0, 0)])  # (x, y, distance)
    visited: Set[Tuple[int, int]] = set([(0, 0)])

    while queue:
        x, y, distance = queue.popleft()

        if (x, y) == (70, 70):
            return distance

        # Possible moves: right, left, down, up
        moves = [(x + 1, y), (x - 1, y), (x, y + 1), (x, y - 1)]

        for next_x, next_y in moves:
            # Check boundaries, corrupted cells, and visited cells
            if (0 <= next_x <= 70 and 0 <= next_y <= 70 and
                    (next_x, next_y) not in corrupted_cells and
                    (next_x, next_y) not in visited):
                visited.add((next_x, next_y))
                queue.append((next_x, next_y, distance + 1))

    return -1  # No path found

def main():
    # Check command line arguments
    if len(sys.argv) < 2:
        print(""Usage: python3 solution.py [input_file]"", file=sys.stderr)
        return

    input_file = sys.argv[1]

    # Parse input
    corrupted_cells = parse_input(input_file)

    # Solve part one
    part_one_solution = solve_part_one(corrupted_cells)
    print(part_one_solution)

if __name__ == ""__main__"":
    main()
",0,[],1,"shortest path,grid traversal,pathfinding,memory corruption,coordinate grid","breadth-first search,A* search,graph traversal,simulation",64.12826299667358
True,19,baseline,"""""""
Advent of Code 2023 Day 19: Linen Layout
Solution implementation based on the provided plan.

Usage: python3 solution.py [input_file]
""""""
from typing import List, Dict, Tuple, Set, Optional
import sys
from collections import defaultdict, deque
import re


def parse_input(input_file: str) -> Tuple[List[str], List[str]]:
    """"""Parse the puzzle input from file into towel patterns and designs.

    Args:
        input_file: Path to the input file

    Returns:
        A tuple containing:
        - patterns: A list of towel patterns (strings).
        - designs: A list of desired designs (strings).
    """"""
    with open(input_file, 'r') as f:
        data = f.read().strip()

    parts = data.split('\n\n')
    patterns = [p.strip() for p in parts[0].split(',')]
    designs = [d.strip() for d in parts[1].split('\n') if d.strip()]

    return patterns, designs


def is_design_possible(design: str, patterns: List[str]) -> bool:
    """"""Determines whether a given design can be constructed from the given patterns using Dynamic Programming.

    Args:
        design: The design string to check.
        patterns: The list of available towel patterns.

    Returns:
        True if the design can be constructed, False otherwise.
    """"""
    n = len(design)
    dp = [False] * (n + 1)
    dp[0] = True  # Empty string can always be constructed

    for i in range(1, n + 1):
        for pattern in patterns:
            if i >= len(pattern) and design[i - len(pattern):i] == pattern and dp[i - len(pattern)]:
                dp[i] = True
                break  # If we found one pattern, no need to check others for this i

    return dp[n]


def solve_part_one(patterns: List[str], designs: List[str]) -> int:
    """"""Solve part one of the puzzle.

    Args:
        patterns: List of towel patterns.
        designs: List of designs.

    Returns:
        The number of designs that are possible to construct.
    """"""
    count = 0
    for design in designs:
        if is_design_possible(design, patterns):
            count += 1

    return count


def main():
    # Check command line arguments
    if len(sys.argv) < 2:
        print(""Usage: python3 solution.py [input_file]"")
        return

    input_file = sys.argv[1]

    # Parse input
    patterns, designs = parse_input(input_file)

    # Solve part one
    part_one_solution = solve_part_one(patterns, designs)
    # ONLY PRINT THE RESULT, NO OTHER TEXT
    print(part_one_solution)


if __name__ == ""__main__"":
    main()
",0,[],3,"string manipulation,pattern matching,string decomposition","string matching,decomposition,recursion (possible),dynamic programming (possible)",68.05705547332764
False,20,baseline,,6,[],1,"grid traversal,pathfinding,optimization,cheating,shortest path","breadth-first search,A* search,dynamic programming",226.62929677963257
False,21,baseline,,6,"[""The error is in the `calculate_complexity_of_code` function. The regular expression incorrectly removes all '0' characters *before* removing 'A' characters, leading to incorrect complexity calculations. Furthermore, the removal of leading zeros is not necessary and problematic in some edge cases. To fix this, the order of the substitutions should be swapped, and the leading zero removal should be removed. The code should first remove the 'A' characters, and then '0' characters and calculate the numeric value."", ""The `bfs_shortest_path` function was incorrectly appending 'A' to the path when the target digit was found. The 'A' press should be done after the path *to* the digit is found. I have updated `bfs_shortest_path` to return the path to the digit *without* the 'A'. I have then added the 'A' to the path concatenation within `calculate_shortest_path_for_code`.""]",3,"pathfinding,shortest path,keypad,robot,string manipulation","graph traversal,breadth-first search,dynamic programming (potentially for optimization),string generation",195.78520822525024
True,22,baseline,"""""""
Advent of Code 2023 Day 22: Monkey Market
Solution implementation based on the provided plan.

Usage: python3 solution.py [input_file]
""""""
from typing import List, Dict, Tuple, Set, Optional
import sys
from collections import defaultdict, deque
import re

def parse_input(input_file: str) -> List[int]:
    """"""Parse the puzzle input from file into a list of integers.

    Args:
        input_file: Path to the input file

    Returns:
        A list of integers, where each integer is the initial secret number of a buyer.
    """"""
    initial_secrets = []
    with open(input_file, 'r') as f:
        for line in f:
            try:
                initial_secrets.append(int(line.strip()))
            except ValueError:
                print(f""Error: Could not convert line to integer: {line.strip()}"", file=sys.stderr)
                return []  # Or raise an exception, depending on the desired error handling
    return initial_secrets


def mix(secret: int, value: int) -> int:
    """"""Mixes a value into the secret number using bitwise XOR.

    Args:
        secret: The current secret number.
        value: The value to mix in.

    Returns:
        The updated secret number after the XOR operation.
    """"""
    return secret ^ value


def prune(secret: int) -> int:
    """"""Prunes the secret number by taking it modulo 16777216.

    Args:
        secret: The current secret number.

    Returns:
        The updated secret number after the modulo operation.
    """"""
    return secret % 16777216


def generate_secret_number(initial_secret: int) -> int:
    """"""Generates the 2000th secret number for a buyer.

    Args:
        initial_secret: The initial secret number of a buyer.

    Returns:
        The 2000th secret number generated for that buyer.
    """"""
    secret = initial_secret
    for _ in range(2000):
        # 1. Multiply by 64, XOR, and prune.
        secret = mix(secret * 64, secret)
        secret = prune(secret)

        # 2. Divide by 32 (floor division), XOR, and prune.
        secret = mix(secret // 32, secret)
        secret = prune(secret)

        # 3. Multiply by 2048, XOR, and prune.
        secret = mix(secret * 2048, secret)
        secret = prune(secret)

    return secret


def solve_part_one(initial_secrets: List[int]) -> int:
    """"""Solves part one of the puzzle.

    Args:
        initial_secrets: A list of initial secret numbers.

    Returns:
        The sum of the 2000th secret number generated by each buyer.
    """"""
    total_sum = 0
    for initial_secret in initial_secrets:
        total_sum += generate_secret_number(initial_secret)
    return total_sum


def main():
    # Check command line arguments
    if len(sys.argv) < 2:
        print(""Usage: python3 solution.py [input_file]"", file=sys.stderr)
        return

    input_file = sys.argv[1]

    # Parse input
    initial_secrets = parse_input(input_file)

    # Solve part one
    part_one_solution = solve_part_one(initial_secrets)
    print(part_one_solution)

    # Example Usage / Tests (Optional)
    # test_input = [1, 10, 100, 2024]
    # expected_output = 37327623
    # if solve_part_one(test_input) == expected_output:
    #    print(""Test case passed!"")
    # else:
    #    print(""Test case failed!"")

if __name__ == ""__main__"":
    main()
",0,[],1,"pseudorandom number generation,simulation,bitwise operations,modulo arithmetic","Iteration,Modular Arithmetic,Bitwise Operations",49.62380242347717
True,23,baseline,"'''
Advent of Code 2023 Day 23: LAN Party
Solution implementation based on the provided plan.

Usage: python3 solution.py [input_file]
'''

from typing import List, Dict, Tuple, Set, Optional
import sys
from itertools import combinations

def parse_input(input_file: str) -> Tuple[Dict[str, Set[str]], Set[str]]:
    """"""Parse the puzzle input from file into an adjacency list and a set of computer names.

    Args:
        input_file: Path to the input file

    Returns:
        A tuple containing:
        - A dictionary representing the graph (adjacency list).
        - A set of all computer names.
    """"""
    graph: Dict[str, Set[str]] = {}
    computer_names: Set[str] = set()

    with open(input_file, 'r') as f:
        for line in f:
            line = line.strip()
            if not line:
                continue
            try:
                computer1, computer2 = line.split('-')
            except ValueError:
                print(f""Invalid input line: {line}"", file=sys.stderr)
                continue

            computer_names.add(computer1)
            computer_names.add(computer2)

            if computer1 not in graph:
                graph[computer1] = set()
            if computer2 not in graph:
                graph[computer2] = set()

            graph[computer1].add(computer2)
            graph[computer2].add(computer1)

    return graph, computer_names


def find_cliques(graph: Dict[str, Set[str]], computer_names: Set[str]) -> List[Set[str]]:
    """"""Find all cliques of size 3 in the graph.

    Args:
        graph: The graph represented as an adjacency list.
        computer_names: A set of all computer names.

    Returns:
        A list of sets, where each set represents a clique of size 3.
    """"""
    cliques: List[Set[str]] = []
    for combo in combinations(computer_names, 3):
        a, b, c = combo
        if (b in graph[a] and
            c in graph[a] and
            a in graph[b] and
            c in graph[b] and
            a in graph[c] and
            b in graph[c]):
            cliques.append(set(combo))

    return cliques


def count_t_cliques(cliques: List[Set[str]]) -> int:
    """"""Count the number of cliques that contain at least one computer name starting with 't'.

    Args:
        cliques: A list of sets, where each set represents a clique.

    Returns:
        The number of cliques that contain at least one computer name starting with 't'.
    """"""
    count = 0
    for clique in cliques:
        for computer in clique:
            if computer.startswith('t'):
                count += 1
                break  # Only need one 't' computer per clique
    return count


def main():
    # Check command line arguments
    if len(sys.argv) < 2:
        print(""Usage: python3 solution.py [input_file]"", file=sys.stderr)
        return

    input_file = sys.argv[1]

    # Parse input
    try:
        graph, computer_names = parse_input(input_file)
    except FileNotFoundError:
        print(f""Error: Input file '{input_file}' not found."", file=sys.stderr)
        return
    except Exception as e:
        print(f""Error parsing input: {e}"", file=sys.stderr)
        return

    # Find cliques
    cliques = find_cliques(graph, computer_names)

    # Count cliques with 't'
    t_clique_count = count_t_cliques(cliques)

    # Print the result
    print(t_clique_count)


if __name__ == ""__main__"":
    main()
",1,[],2,"graph theory,clique detection,string manipulation,network analysis","graph traversal,set theory,string matching",84.74787759780884
